document_id,shipment_id,order_id,incident_id,document_type,document_date,storage_path,file_format,language_code,extracted_text,created_at
153,67,67,,proof_of_delivery,2025-02-06T15:26:48+00:00,s3://logistics-book-lab/documents/proof_of_delivery/shipment_id=67/153.docx,docx,fr,"Synthetic proof_of_delivery for shipment 67. Carrier, delivery status and operational notes are available for analysis.",2025-02-04T16:26:48+00:00
154,68,68,,delivery_note,2025-12-03T19:50:59+00:00,s3://logistics-book-lab/documents/delivery_note/shipment_id=68/154.docx,docx,it,"Synthetic delivery_note for shipment 68. Carrier, delivery status and operational notes are available for analysis.",2025-12-02T16:50:59+00:00
155,68,68,,proof_of_delivery,2025-12-04T23:50:59+00:00,s3://logistics-book-lab/documents/proof_of_delivery/shipment_id=68/155.pdf,pdf,fr,"Synthetic proof_of_delivery for shipment 68. Carrier, delivery status and operational notes are available for analysis.",2025-12-02T16:50:59+00:00
156,69,69,,delivery_note,2026-02-19T18:42:53+00:00,s3://logistics-book-lab/documents/delivery_note/shipment_id=69/156.pdf,pdf,fr,"Synthetic delivery_note for shipment 69. Carrier, delivery status and operational notes are available for analysis.",2026-02-16T21:42:53+00:00
157,69,69,,proof_of_delivery,2026-02-20T11:42:53+00:00,s3://logistics-book-lab/documents/proof_of_delivery/shipment_id=69/157.pdf,pdf,de,"Synthetic proof_of_delivery for shipment 69. Carrier, delivery status and operational notes are available for analysis.",2026-02-16T21:42:53+00:00
158,69,69,,invoice,2026-02-19T19:42:53+00:00,s3://logistics-book-lab/documents/invoice/shipment_id=69/158.pdf,pdf,fr,"Synthetic invoice for shipment 69. Carrier, delivery status and operational notes are available for analysis.",2026-02-16T21:42:53+00:00
159,70,70,,delivery_note,2025-02-04T05:25:30+00:00,s3://logistics-book-lab/documents/delivery_note/shipment_id=70/159.html,html,fr,"Synthetic delivery_note for shipment 70. Carrier, delivery status and operational notes are available for analysis.",2025-02-02T11:25:30+00:00
160,70,70,,proof_of_delivery,2025-02-03T21:25:30+00:00,s3://logistics-book-lab/documents/proof_of_delivery/shipment_id=70/160.html,html,es,"Synthetic proof_of_delivery for shipment 70. Carrier, delivery status and operational notes are available for analysis.",2025-02-02T11:25:30+00:00
161,70,70,,invoice,2025-02-05T18:25:30+00:00,s3://logistics-book-lab/documents/invoice/shipment_id=70/161.html,html,de,"Synthetic invoice for shipment 70. Carrier, delivery status and operational notes are available for analysis.",2025-02-02T11:25:30+00:00
162,70,70,6,incident_email,2025-02-04T11:25:30+00:00,s3://logistics-book-lab/documents/incident_email/shipment_id=70/162.pdf,pdf,it,"Synthetic incident_email for shipment 70. Carrier, delivery status and operational notes are available for analysis.",2025-02-02T11:25:30+00:00
163,71,71,,delivery_note,2025-04-19T19:12:40+00:00,s3://logistics-book-lab/documents/delivery_note/shipment_id=71/163.html,html,it,"Synthetic delivery_note for shipment 71. Carrier, delivery status and operational notes are available for analysis.",2025-04-18T01:12:40+00:00
164,71,71,,proof_of_delivery,2025-04-21T22:12:40+00:00,s3://logistics-book-lab/documents/proof_of_delivery/shipment_id=71/164.pdf,pdf,fr,"Synthetic proof_of_delivery for shipment 71. Carrier, delivery status and operational notes are available for analysis.",2025-04-18T01:12:40+00:00
165,71,71,,invoice,2025-04-18T21:12:40+00:00,s3://logistics-book-lab/documents/invoice/shipment_id=71/165.docx,docx,it,"Synthetic invoice for shipment 71. Carrier, delivery status and operational notes are available for analysis.",2025-04-18T01:12:40+00:00
166,72,72,,delivery_note,2026-02-14T20:36:51+00:00,s3://logistics-book-lab/documents/delivery_note/shipment_id=72/166.pdf,pdf,fr,"Synthetic delivery_note for shipment 72. Carrier, delivery status and operational notes are available for analysis.",2026-02-11T03:36:51+00:00
167,72,72,,proof_of_delivery,2026-02-11T13:36:51+00:00,s3://logistics-book-lab/documents/proof_of_delivery/shipment_id=72/167.txt,txt,en,"Synthetic proof_of_delivery for shipment 72. Carrier, delivery status and operational notes are available for analysis.",2026-02-11T03:36:51+00:00
168,73,73,,delivery_note,2025-11-15T13:08:59+00:00,s3://logistics-book-lab/documents/delivery_note/shipment_id=73/168.pdf,pdf,fr,"Synthetic delivery_note for shipment 73. Carrier, delivery status and operational notes are available for analysis.",2025-11-12T04:08:59+00:00
169,73,73,,proof_of_delivery,2025-11-12T07:08:59+00:00,s3://logistics-book-lab/documents/proof_of_delivery/shipment_id=73/169.html,html,it,"Synthetic proof_of_delivery for shipment 73. Carrier, delivery status and operational notes are available for analysis.",2025-11-12T04:08:59+00:00
170,74,74,,delivery_note,2025-11-01T22:09:02+00:00,s3://logistics-book-lab/documents/delivery_note/shipment_id=74/170.txt,txt,it,"Synthetic delivery_note for shipment 74. Carrier, delivery status and operational notes are available for analysis.",2025-10-29T01:09:02+00:00
171,74,74,,proof_of_delivery,2025-10-30T19:09:02+00:00,s3://logistics-book-lab/documents/proof_of_delivery/shipment_id=74/171.docx,docx,fr,"Synthetic proof_of_delivery for shipment 74. Carrier, delivery status and operational notes are available for analysis.",2025-10-29T01:09:02+00:00
172,74,74,,invoice,2025-11-01T17:09:02+00:00,s3://logistics-book-lab/documents/invoice/shipment_id=74/172.txt,txt,it,"Synthetic invoice for shipment 74. Carrier, delivery status and operational notes are available for analysis.",2025-10-29T01:09:02+00:00
173,75,75,,delivery_note,2025-11-24T17:41:47+00:00,s3://logistics-book-lab/documents/delivery_note/shipment_id=75/173.pdf,pdf,es,"Synthetic delivery_note for shipment 75. Carrier, delivery status and operational notes are available for analysis.",2025-11-21T17:41:47+00:00
174,75,75,,proof_of_delivery,2025-11-24T09:41:47+00:00,s3://logistics-book-lab/documents/proof_of_delivery/shipment_id=75/174.txt,txt,it,"Synthetic proof_of_delivery for shipment 75. Carrier, delivery status and operational notes are available for analysis.",2025-11-21T17:41:47+00:00
175,75,75,7,incident_email,2025-11-24T18:41:47+00:00,s3://logistics-book-lab/documents/incident_email/shipment_id=75/175.docx,docx,it,"Synthetic incident_email for shipment 75. Carrier, delivery status and operational notes are available for analysis.",2025-11-21T17:41:47+00:00
176,76,76,,delivery_note,2026-03-08T15:20:00+00:00,s3://logistics-book-lab/documents/delivery_note/shipment_id=76/176.txt,txt,es,"Synthetic delivery_note for shipment 76. Carrier, delivery status and operational notes are available for analysis.",2026-03-05T13:20:00+00:00
177,76,76,,invoice,2026-03-09T04:20:00+00:00,s3://logistics-book-lab/documents/invoice/shipment_id=76/177.txt,txt,en,"Synthetic invoice for shipment 76. Carrier, delivery status and operational notes are available for analysis.",2026-03-05T13:20:00+00:00
178,77,77,,delivery_note,2025-05-25T11:53:23+00:00,s3://logistics-book-lab/documents/delivery_note/shipment_id=77/178.html,html,es,"Synthetic delivery_note for shipment 77. Carrier, delivery status and operational notes are available for analysis.",2025-05-23T08:53:23+00:00
179,77,77,,proof_of_delivery,2025-05-25T08:53:23+00:00,s3://logistics-book-lab/documents/proof_of_delivery/shipment_id=77/179.pdf,pdf,en,"Synthetic proof_of_delivery for shipment 77. Carrier, delivery status and operational notes are available for analysis.",2025-05-23T08:53:23+00:00
180,78,78,,delivery_note,2025-12-30T14:55:20+00:00,s3://logistics-book-lab/documents/delivery_note/shipment_id=78/180.docx,docx,en,"Synthetic delivery_note for shipment 78. Carrier, delivery status and operational notes are available for analysis.",2025-12-27T05:55:20+00:00
181,79,79,,delivery_note,2026-04-04T04:39:04+00:00,s3://logistics-book-lab/documents/delivery_note/shipment_id=79/181.pdf,pdf,es,"Synthetic delivery_note for shipment 79. Carrier, delivery status and operational notes are available for analysis.",2026-04-01T02:39:04+00:00
182,80,80,,delivery_note,2025-01-27T15:20:14+00:00,s3://logistics-book-lab/documents/delivery_note/shipment_id=80/182.txt,txt,es,"Synthetic delivery_note for shipment 80. Carrier, delivery status and operational notes are available for analysis.",2025-01-27T14:20:14+00:00
183,80,80,,proof_of_delivery,2025-01-30T01:20:14+00:00,s3://logistics-book-lab/documents/proof_of_delivery/shipment_id=80/183.docx,docx,fr,"Synthetic proof_of_delivery for shipment 80. Carrier, delivery status and operational notes are available for analysis.",2025-01-27T14:20:14+00:00
184,81,81,,delivery_note,2026-02-09T15:04:20+00:00,s3://logistics-book-lab/documents/delivery_note/shipment_id=81/184.txt,txt,fr,"Synthetic delivery_note for shipment 81. Carrier, delivery status and operational notes are available for analysis.",2026-02-06T23:04:20+00:00
185,81,81,,proof_of_delivery,2026-02-08T05:04:20+00:00,s3://logistics-book-lab/documents/proof_of_delivery/shipment_id=81/185.txt,txt,fr,"Synthetic proof_of_delivery for shipment 81. Carrier, delivery status and operational notes are available for analysis.",2026-02-06T23:04:20+00:00
186,82,82,,delivery_note,2025-05-12T17:53:00+00:00,s3://logistics-book-lab/documents/delivery_note/shipment_id=82/186.pdf,pdf,en,"Synthetic delivery_note for shipment 82. Carrier, delivery status and operational notes are available for analysis.",2025-05-11T13:53:00+00:00
187,82,82,,proof_of_delivery,2025-05-15T10:53:00+00:00,s3://logistics-book-lab/documents/proof_of_delivery/shipment_id=82/187.pdf,pdf,en,"Synthetic proof_of_delivery for shipment 82. Carrier, delivery status and operational notes are available for analysis.",2025-05-11T13:53:00+00:00
188,82,82,,invoice,2025-05-14T04:53:00+00:00,s3://logistics-book-lab/documents/invoice/shipment_id=82/188.html,html,es,"Synthetic invoice for shipment 82. Carrier, delivery status and operational notes are available for analysis.",2025-05-11T13:53:00+00:00
189,83,83,,delivery_note,2025-04-18T11:59:48+00:00,s3://logistics-book-lab/documents/delivery_note/shipment_id=83/189.txt,txt,fr,"Synthetic delivery_note for shipment 83. Carrier, delivery status and operational notes are available for analysis.",2025-04-15T19:59:48+00:00
190,83,83,,proof_of_delivery,2025-04-19T13:59:48+00:00,s3://logistics-book-lab/documents/proof_of_delivery/shipment_id=83/190.docx,docx,de,"Synthetic proof_of_delivery for shipment 83. Carrier, delivery status and operational notes are available for analysis.",2025-04-15T19:59:48+00:00
191,84,84,,delivery_note,2025-02-02T22:10:46+00:00,s3://logistics-book-lab/documents/delivery_note/shipment_id=84/191.docx,docx,fr,"Synthetic delivery_note for shipment 84. Carrier, delivery status and operational notes are available for analysis.",2025-01-30T09:10:46+00:00
192,84,84,,proof_of_delivery,2025-02-03T06:10:46+00:00,s3://logistics-book-lab/documents/proof_of_delivery/shipment_id=84/192.docx,docx,fr,"Synthetic proof_of_delivery for shipment 84. Carrier, delivery status and operational notes are available for analysis.",2025-01-30T09:10:46+00:00
193,84,84,,invoice,2025-01-31T05:10:46+00:00,s3://logistics-book-lab/documents/invoice/shipment_id=84/193.pdf,pdf,de,"Synthetic invoice for shipment 84. Carrier, delivery status and operational notes are available for analysis.",2025-01-30T09:10:46+00:00
194,85,85,,delivery_note,2026-03-17T00:59:09+00:00,s3://logistics-book-lab/documents/delivery_note/shipment_id=85/194.pdf,pdf,en,"Synthetic delivery_note for shipment 85. Carrier, delivery status and operational notes are available for analysis.",2026-03-14T08:59:09+00:00
195,86,86,,delivery_note,2025-10-23T04:37:38+00:00,s3://logistics-book-lab/documents/delivery_note/shipment_id=86/195.txt,txt,en,"Synthetic delivery_note for shipment 86. Carrier, delivery status and operational notes are available for analysis.",2025-10-22T17:37:38+00:00
196,86,86,,proof_of_delivery,2025-10-26T11:37:38+00:00,s3://logistics-book-lab/documents/proof_of_delivery/shipment_id=86/196.txt,txt,fr,"Synthetic proof_of_delivery for shipment 86. Carrier, delivery status and operational notes are available for analysis.",2025-10-22T17:37:38+00:00
197,86,86,8,incident_email,2025-10-24T00:37:38+00:00,s3://logistics-book-lab/documents/incident_email/shipment_id=86/197.txt,txt,en,"Synthetic incident_email for shipment 86. Carrier, delivery status and operational notes are available for analysis.",2025-10-22T17:37:38+00:00
198,87,87,,delivery_note,2025-11-07T10:04:19+00:00,s3://logistics-book-lab/documents/delivery_note/shipment_id=87/198.html,html,en,"Synthetic delivery_note for shipment 87. Carrier, delivery status and operational notes are available for analysis.",2025-11-04T16:04:19+00:00
199,87,87,,proof_of_delivery,2025-11-07T09:04:19+00:00,s3://logistics-book-lab/documents/proof_of_delivery/shipment_id=87/199.docx,docx,de,"Synthetic proof_of_delivery for shipment 87. Carrier, delivery status and operational notes are available for analysis.",2025-11-04T16:04:19+00:00
200,88,88,,delivery_note,2026-03-01T06:05:13+00:00,s3://logistics-book-lab/documents/delivery_note/shipment_id=88/200.docx,docx,it,"Synthetic delivery_note for shipment 88. Carrier, delivery status and operational notes are available for analysis.",2026-02-27T20:05:13+00:00
201,88,88,,proof_of_delivery,2026-03-02T10:05:13+00:00,s3://logistics-book-lab/documents/proof_of_delivery/shipment_id=88/201.txt,txt,en,"Synthetic proof_of_delivery for shipment 88. Carrier, delivery status and operational notes are available for analysis.",2026-02-27T20:05:13+00:00
202,89,89,,delivery_note,2026-01-25T13:31:17+00:00,s3://logistics-book-lab/documents/delivery_note/shipment_id=89/202.pdf,pdf,de,"Synthetic delivery_note for shipment 89. Carrier, delivery status and operational notes are available for analysis.",2026-01-22T03:31:17+00:00
203,90,90,,delivery_note,2026-03-09T22:45:54+00:00,s3://logistics-book-lab/documents/delivery_note/shipment_id=90/203.txt,txt,es,"Synthetic delivery_note for shipment 90. Carrier, delivery status and operational notes are available for analysis.",2026-03-07T02:45:54+00:00
204,90,90,,proof_of_delivery,2026-03-10T14:45:54+00:00,s3://logistics-book-lab/documents/proof_of_delivery/shipment_id=90/204.pdf,pdf,it,"Synthetic proof_of_delivery for shipment 90. Carrier, delivery status and operational notes are available for analysis.",2026-03-07T02:45:54+00:00
205,90,90,,invoice,2026-03-10T03:45:54+00:00,s3://logistics-book-lab/documents/invoice/shipment_id=90/205.pdf,pdf,de,"Synthetic invoice for shipment 90. Carrier, delivery status and operational notes are available for analysis.",2026-03-07T02:45:54+00:00
206,90,90,9,incident_email,2026-03-10T20:45:54+00:00,s3://logistics-book-lab/documents/incident_email/shipment_id=90/206.html,html,en,"Synthetic incident_email for shipment 90. Carrier, delivery status and operational notes are available for analysis.",2026-03-07T02:45:54+00:00
207,91,91,,delivery_note,2025-12-20T10:52:59+00:00,s3://logistics-book-lab/documents/delivery_note/shipment_id=91/207.docx,docx,it,"Synthetic delivery_note for shipment 91. Carrier, delivery status and operational notes are available for analysis.",2025-12-18T13:52:59+00:00
208,91,91,,proof_of_delivery,2025-12-20T04:52:59+00:00,s3://logistics-book-lab/documents/proof_of_delivery/shipment_id=91/208.docx,docx,es,"Synthetic proof_of_delivery for shipment 91. Carrier, delivery status and operational notes are available for analysis.",2025-12-18T13:52:59+00:00
209,92,92,,delivery_note,2025-05-05T07:48:40+00:00,s3://logistics-book-lab/documents/delivery_note/shipment_id=92/209.docx,docx,es,"Synthetic delivery_note for shipment 92. Carrier, delivery status and operational notes are available for analysis.",2025-05-03T18:48:40+00:00
210,92,92,,proof_of_delivery,2025-05-07T00:48:40+00:00,s3://logistics-book-lab/documents/proof_of_delivery/shipment_id=92/210.docx,docx,en,"Synthetic proof_of_delivery for shipment 92. Carrier, delivery status and operational notes are available for analysis.",2025-05-03T18:48:40+00:00
211,93,93,,delivery_note,2025-04-26T17:19:33+00:00,s3://logistics-book-lab/documents/delivery_note/shipment_id=93/211.pdf,pdf,es,"Synthetic delivery_note for shipment 93. Carrier, delivery status and operational notes are available for analysis.",2025-04-25T15:19:33+00:00
212,93,93,,proof_of_delivery,2025-04-28T15:19:33+00:00,s3://logistics-book-lab/documents/proof_of_delivery/shipment_id=93/212.pdf,pdf,it,"Synthetic proof_of_delivery for shipment 93. Carrier, delivery status and operational notes are available for analysis.",2025-04-25T15:19:33+00:00
213,94,94,,delivery_note,2025-01-14T04:18:19+00:00,s3://logistics-book-lab/documents/delivery_note/shipment_id=94/213.pdf,pdf,en,"Synthetic delivery_note for shipment 94. Carrier, delivery status and operational notes are available for analysis.",2025-01-12T00:18:19+00:00
214,94,94,,proof_of_delivery,2025-01-15T12:18:19+00:00,s3://logistics-book-lab/documents/proof_of_delivery/shipment_id=94/214.pdf,pdf,it,"Synthetic proof_of_delivery for shipment 94. Carrier, delivery status and operational notes are available for analysis.",2025-01-12T00:18:19+00:00
215,94,94,10,incident_email,2025-01-12T20:18:19+00:00,s3://logistics-book-lab/documents/incident_email/shipment_id=94/215.pdf,pdf,de,"Synthetic incident_email for shipment 94. Carrier, delivery status and operational notes are available for analysis.",2025-01-12T00:18:19+00:00
216,95,95,,delivery_note,2025-10-07T18:54:58+00:00,s3://logistics-book-lab/documents/delivery_note/shipment_id=95/216.docx,docx,en,"Synthetic delivery_note for shipment 95. Carrier, delivery status and operational notes are available for analysis.",2025-10-07T11:54:58+00:00
217,95,95,,proof_of_delivery,2025-10-07T17:54:58+00:00,s3://logistics-book-lab/documents/proof_of_delivery/shipment_id=95/217.html,html,es,"Synthetic proof_of_delivery for shipment 95. Carrier, delivery status and operational notes are available for analysis.",2025-10-07T11:54:58+00:00
218,96,96,,delivery_note,2025-03-30T21:12:51+00:00,s3://logistics-book-lab/documents/delivery_note/shipment_id=96/218.docx,docx,en,"Synthetic delivery_note for shipment 96. Carrier, delivery status and operational notes are available for analysis.",2025-03-27T11:12:51+00:00
219,96,96,,proof_of_delivery,2025-03-28T05:12:51+00:00,s3://logistics-book-lab/documents/proof_of_delivery/shipment_id=96/219.pdf,pdf,it,"Synthetic proof_of_delivery for shipment 96. Carrier, delivery status and operational notes are available for analysis.",2025-03-27T11:12:51+00:00
220,97,97,,delivery_note,2025-06-11T19:06:01+00:00,s3://logistics-book-lab/documents/delivery_note/shipment_id=97/220.txt,txt,de,"Synthetic delivery_note for shipment 97. Carrier, delivery status and operational notes are available for analysis.",2025-06-10T13:06:01+00:00
221,97,97,,proof_of_delivery,2025-06-13T03:06:01+00:00,s3://logistics-book-lab/documents/proof_of_delivery/shipment_id=97/221.docx,docx,en,"Synthetic proof_of_delivery for shipment 97. Carrier, delivery status and operational notes are available for analysis.",2025-06-10T13:06:01+00:00
222,98,98,,delivery_note,2025-12-05T13:18:20+00:00,s3://logistics-book-lab/documents/delivery_note/shipment_id=98/222.html,html,fr,"Synthetic delivery_note for shipment 98. Carrier, delivery status and operational notes are available for analysis.",2025-12-04T05:18:20+00:00
223,98,98,,proof_of_delivery,2025-12-08T00:18:20+00:00,s3://logistics-book-lab/documents/proof_of_delivery/shipment_id=98/223.docx,docx,it,"Synthetic proof_of_delivery for shipment 98. Carrier, delivery status and operational notes are available for analysis.",2025-12-04T05:18:20+00:00
224,98,98,,invoice,2025-12-06T01:18:20+00:00,s3://logistics-book-lab/documents/invoice/shipment_id=98/224.pdf,pdf,en,"Synthetic invoice for shipment 98. Carrier, delivery status and operational notes are available for analysis.",2025-12-04T05:18:20+00:00
225,99,99,,delivery_note,2026-04-26T07:13:37+00:00,s3://logistics-book-lab/documents/delivery_note/shipment_id=99/225.txt,txt,it,"Synthetic delivery_note for shipment 99. Carrier, delivery status and operational notes are available for analysis.",2026-04-23T22:13:37+00:00
226,99,99,,proof_of_delivery,2026-04-23T23:13:37+00:00,s3://logistics-book-lab/documents/proof_of_delivery/shipment_id=99/226.html,html,en,"Synthetic proof_of_delivery for shipment 99. Carrier, delivery status and operational notes are available for analysis.",2026-04-23T22:13:37+00:00
227,99,99,11,incident_email,2026-04-26T23:13:37+00:00,s3://logistics-book-lab/documents/incident_email/shipment_id=99/227.html,html,it,"Synthetic incident_email for shipment 99. Carrier, delivery status and operational notes are available for analysis.",2026-04-23T22:13:37+00:00
228,100,100,,delivery_note,2025-06-07T04:12:25+00:00,s3://logistics-book-lab/documents/delivery_note/shipment_id=100/228.docx,docx,es,"Synthetic delivery_note for shipment 100. Carrier, delivery status and operational notes are available for analysis.",2025-06-05T10:12:25+00:00
229,100,100,12,incident_email,2025-06-07T01:12:25+00:00,s3://logistics-book-lab/documents/incident_email/shipment_id=100/229.docx,docx,fr,"Synthetic incident_email for shipment 100. Carrier, delivery status and operational notes are available for analysis.",2025-06-05T10:12:25+00:00
